CustomerID,Part,Category,Quantity,DatePurchased,UnitPrice,SalesTotal
6129,AdjustableWrench,Accessory,1,2025-09-07,15.0,15.0
3924,Female Adapter1/2,Fitting,1,2025-08-03,1.0,1.0
4254,GlueQT,Accessory,1,2025-03-16,5.0,5.0
1567,Tee SxSxFPT1/2,Fitting,4,2025-07-03,1.5,6.0
7756,GlueQT,Accessory,2,2025-10-20,5.0,10.0
4765,Male Adapter1/2,Fitting,1,2025-04-24,1.0,1.0
5141,Male Adapter1,Fitting,4,2025-05-27,1.5,6.0
1551,Female Adapter1/2,Fitting,2,2025-06-07,1.0,2.0
8053,PrimerQT,Accessory,2,2025-04-12,6.0,12.0
6441,ThreadSealTape,Accessory,1,2025-03-04,2.5,2.5
1541,Female Adapter1,Fitting,10,2025-08-13,1.5,15.0
2699,Tee SxSxFPT1/2,Fitting,4,2025-05-18,1.5,6.0
4502,Female Adapter3/4,Fitting,2,2025-07-24,1.25,2.5
6872,Male Adapter3/4,Fitting,1,2025-05-18,1.25,1.25
1646,90* Elbow,Fitting,2,2025-04-26,0.85,1.7
3578,GlueQT,Accessory,1,2025-03-27,5.0,5.0
5035,Female Adapter1,Fitting,3,2025-10-08,1.5,4.5
7827,Female Adapter1,Fitting,5,2025-06-11,1.5,7.5
1494,Male Adapter1,Fitting,6,2025-07-11,1.5,9.0
5255,Tee SxSxFPT3/4,Fitting,7,2025-05-24,1.75,12.25
3153,Tee SxSxFPT1/2,Fitting,4,2025-12-11,1.5,6.0
6526,45* Elbow,Fitting,1,2025-02-13,0.8,0.8
3708,ThreadSealTape,Accessory,1,2025-09-23,2.5,2.5
2083,Male Adapter1,Fitting,3,2025-08-14,1.5,4.5
3736,GlueQT,Accessory,2,2025-03-11,5.0,10.0
2816,22.5* Elbow,Fitting,4,2025-02-20,0.8,3.2
1240,GlueQT,Accessory,1,2025-04-18,5.0,5.0
4470,Male Adapter1/2,Fitting,6,2025-06-22,1.0,6.0
2528,22.5* Elbow,Fitting,1,2025-06-07,0.8,0.8
3501,Male Adapter3/4,Fitting,4,2025-07-11,1.25,5.0
2061,Female Adapter1/2,Fitting,3,2025-03-09,1.0,3.0
3227,Tee SxSxS,Fitting,10,2025-04-12,1.25,12.5
5386,Female Adapter1,Fitting,8,2025-07-24,1.5,12.0
6543,GlueQT,Accessory,1,2025-11-25,5.0,5.0
9625,Female Adapter3/4,Fitting,9,2025-05-25,1.25,11.25
4236,PrimerQT,Accessory,1,2025-05-27,6.0,6.0
7850,AdjustableWrench,Accessory,2,2025-03-12,15.0,30.0
3981,Female Adapter1/2,Fitting,1,2025-10-23,1.0,1.0
3182,Female Adapter3/4,Fitting,3,2025-03-27,1.25,3.75
5504,Male Adapter1,Fitting,4,2025-10-19,1.5,6.0
8563,Female Adapter1/2,Fitting,2,2025-04-09,1.0,2.0
9583,Tee SxSxFPT3/4,Fitting,3,2025-02-05,1.75,5.25
8163,Coupler,Fitting,1,2025-09-05,0.75,0.75
4891,AdjustableWrench,Accessory,3,2025-02-26,15.0,45.0
2592,Tee SxSxFPT1/2,Fitting,8,2025-10-08,1.5,12.0
5903,Male Adapter1/2,Fitting,3,2025-10-01,1.0,3.0
3208,Male Adapter1/2,Fitting,5,2025-07-16,1.0,5.0
2045,Male Adapter3/4,Fitting,6,2025-08-27,1.25,7.5
6245,GlueQT,Accessory,1,2025-02-04,5.0,5.0
2278,Female Adapter1/2,Fitting,10,2025-10-02,1.0,10.0
5999,PrimerQT,Accessory,3,2025-12-15,6.0,18.0
6075,Male Adapter1,Fitting,3,2025-06-13,1.5,4.5
7409,Female Adapter3/4,Fitting,10,2025-03-06,1.25,12.5
9716,45* Elbow,Fitting,5,2025-05-27,0.8,4.0
8123,Female Adapter3/4,Fitting,6,2025-06-03,1.25,7.5
2245,Female Adapter3/4,Fitting,6,2025-09-01,1.25,7.5
3216,22.5* Elbow,Fitting,3,2025-01-14,0.8,2.4
5126,Female Adapter3/4,Fitting,3,2025-12-25,1.25,3.75
6501,Coupler,Fitting,4,2025-06-08,0.75,3.0
5487,22.5* Elbow,Fitting,3,2025-02-27,0.8,2.4
9932,Male Adapter3/4,Fitting,1,2025-06-10,1.25,1.25
9363,AdjustableWrench,Accessory,1,2025-03-02,15.0,15.0
6249,22.5* Elbow,Fitting,1,2025-09-17,0.8,0.8
6840,Tee SxSxS,Fitting,9,2025-05-01,1.25,11.25
4218,Tee SxSxFPT3/4,Fitting,2,2025-05-16,1.75,3.5
4241,Male Adapter1,Fitting,1,2025-07-19,1.5,1.5
7933,ThreadSealTape,Accessory,1,2025-04-10,2.5,2.5
3310,Female Adapter1,Fitting,2,2025-05-06,1.5,3.0
3986,GlueQT,Accessory,1,2025-12-24,5.0,5.0
2774,Coupler,Fitting,1,2025-07-17,0.75,0.75
9301,Male Adapter1,Fitting,2,2025-06-17,1.5,3.0
2483,Female Adapter1,Fitting,3,2025-06-10,1.5,4.5
1471,Male Adapter1/2,Fitting,1,2025-03-13,1.0,1.0
1873,90* Elbow,Fitting,6,2025-10-24,0.85,5.1
4473,Female Adapter3/4,Fitting,1,2025-05-09,1.25,1.25
6320,Coupler,Fitting,4,2025-06-26,0.75,3.0
6390,PrimerQT,Accessory,1,2025-11-25,6.0,6.0
3828,45* Elbow,Fitting,9,2025-10-09,0.8,7.2
6976,Female Adapter1,Fitting,6,2025-03-24,1.5,9.0
4518,Female Adapter1/2,Fitting,9,2025-04-01,1.0,9.0
9082,GlueQT,Accessory,1,2025-05-08,5.0,5.0
1640,Male Adapter1,Fitting,3,2025-07-22,1.5,4.5
7403,45* Elbow,Fitting,6,2025-05-06,0.8,4.8
1306,Female Adapter1,Fitting,2,2025-08-05,1.5,3.0
9520,Coupler,Fitting,7,2025-01-14,0.75,5.25
9060,AdjustableWrench,Accessory,3,2025-08-07,15.0,45.0
5270,Coupler,Fitting,10,2025-08-22,0.75,7.5
8835,45* Elbow,Fitting,3,2025-02-15,0.8,2.4
1011,Male Adapter1/2,Fitting,4,2025-12-03,1.0,4.0
1883,Female Adapter1,Fitting,3,2025-10-12,1.5,4.5
1394,Female Adapter3/4,Fitting,6,2025-06-14,1.25,7.5
6593,22.5* Elbow,Fitting,10,2025-01-27,0.8,8.0
4881,Tee SxSxS,Fitting,3,2025-05-25,1.25,3.75
8232,Female Adapter1,Fitting,3,2025-05-15,1.5,4.5
6897,Female Adapter1/2,Fitting,-6,2025-06-12,1.0,-6.0
6213,ThreadSealTape,Accessory,1,2025-12-09,2.5,2.5
9851,Tee SxSxFPT3/4,Fitting,9,2025-07-01,1.75,15.75
3202,Male Adapter3/4,Fitting,8,2025-04-10,1.25,10.0
3108,Female Adapter1/2,Fitting,2,2025-06-03,1.0,2.0
6628,Tee SxSxFPT3/4,Fitting,3,2025-10-04,1.75,5.25
3652,Male Adapter1/2,Fitting,3,2025-12-22,1.0,3.0
5089,Tee SxSxFPT3/4,Fitting,2,2025-03-01,1.75,3.5
8479,ThreadSealTape,Accessory,2,2025-08-18,2.5,5.0
3718,90* Elbow,Fitting,3,2025-02-10,0.85,2.55
1547,GlueQT,Accessory,1,2025-04-22,5.0,5.0
3487,Tee SxSxFPT1/2,Fitting,3,2025-06-06,1.5,4.5
7395,PrimerQT,Accessory,1,2025-04-08,6.0,6.0
1735,90* Elbow,Fitting,8,2025-11-13,0.85,6.8
9724,Tee SxSxFPT3/4,Fitting,8,2025-01-11,1.75,14.0
1168,Male Adapter1,Fitting,3,2025-07-11,1.5,4.5
2107,ThreadSealTape,Accessory,-2,2025-05-04,2.5,-5.0
6015,AdjustableWrench,Accessory,1,2025-12-15,15.0,15.0
4616,PrimerQT,Accessory,3,2025-01-23,6.0,18.0
9626,Coupler,Fitting,10,2025-07-06,0.75,7.5
8443,ThreadSealTape,Accessory,1,2025-06-09,2.5,2.5
8873,ThreadSealTape,Accessory,1,2025-08-02,2.5,2.5
5675,22.5* Elbow,Fitting,6,2025-04-22,0.8,4.8
5027,GlueQT,Accessory,1,2025-06-21,5.0,5.0
8970,Tee SxSxFPT3/4,Fitting,1,2025-03-15,1.75,1.75
3820,AdjustableWrench,Accessory,3,2025-11-25,15.0,45.0
4425,Male Adapter1,Fitting,4,2025-06-25,1.5,6.0
8575,Male Adapter1/2,Fitting,4,2025-08-24,1.0,4.0
3298,Tee SxSxS,Fitting,1,2025-07-01,1.25,1.25
7280,Tee SxSxFPT1/2,Fitting,3,2025-11-16,1.5,4.5
2332,Tee SxSxFPT1/2,Fitting,5,2025-06-13,1.5,7.5
8116,Male Adapter1/2,Fitting,3,2025-07-16,1.0,3.0
7988,Female Adapter1/2,Fitting,6,2025-05-09,1.0,6.0
2785,Tee SxSxFPT3/4,Fitting,-9,2025-04-17,1.75,-15.75
2658,Tee SxSxS,Fitting,3,2025-04-24,1.25,3.75
7733,Tee SxSxFPT1/2,Fitting,2,2025-01-21,1.5,3.0
7710,Female Adapter1,Fitting,3,2025-08-27,1.5,4.5
9133,Tee SxSxFPT3/4,Fitting,3,2025-08-07,1.75,5.25
8768,Female Adapter1,Fitting,6,2025-05-17,1.5,9.0
6002,Female Adapter1/2,Fitting,1,2025-07-24,1.0,1.0
1556,Male Adapter3/4,Fitting,3,2025-04-28,1.25,3.75
1157,Tee SxSxS,Fitting,4,2025-07-15,1.25,5.0
8607,Male Adapter1/2,Fitting,3,2025-08-02,1.0,3.0
8532,90* Elbow,Fitting,1,2025-04-03,0.85,0.85
4031,Female Adapter1/2,Fitting,1,2025-08-04,1.0,1.0
2840,90* Elbow,Fitting,6,2025-07-22,0.85,5.1
6232,Female Adapter3/4,Fitting,4,2025-09-15,1.25,5.0
5298,22.5* Elbow,Fitting,2,2025-07-22,0.8,1.6
3006,Female Adapter3/4,Fitting,2,2025-04-23,1.25,2.5
8056,Female Adapter1/2,Fitting,2,2025-06-08,1.0,2.0
1059,Coupler,Fitting,1,2025-06-02,0.75,0.75
2721,45* Elbow,Fitting,2,2025-04-27,0.8,1.6
6817,22.5* Elbow,Fitting,3,2025-02-21,0.8,2.4
7031,PrimerQT,Accessory,1,2025-01-03,6.0,6.0
1173,22.5* Elbow,Fitting,9,2025-04-07,0.8,7.2
6490,22.5* Elbow,Fitting,1,2025-09-13,0.8,0.8
2124,Tee SxSxS,Fitting,1,2025-09-16,1.25,1.25
3989,ThreadSealTape,Accessory,1,2025-09-26,2.5,2.5
5826,Coupler,Fitting,2,2025-06-18,0.75,1.5
2206,Female Adapter1/2,Fitting,6,2025-06-26,1.0,6.0
2691,Female Adapter3/4,Fitting,10,2025-02-22,1.25,12.5
5664,Coupler,Fitting,6,2025-07-15,0.75,4.5
1690,45* Elbow,Fitting,4,2025-10-24,0.8,3.2
8831,GlueQT,Accessory,1,2025-12-11,5.0,5.0
4540,Coupler,Fitting,3,2025-06-06,0.75,2.25
9824,Female Adapter3/4,Fitting,4,2025-03-25,1.25,5.0
2293,90* Elbow,Fitting,6,2025-04-20,0.85,5.1
3341,Male Adapter1,Fitting,8,2025-06-10,1.5,12.0
6866,Male Adapter1,Fitting,9,2025-07-16,1.5,13.5
7530,Tee SxSxFPT3/4,Fitting,6,2025-07-09,1.75,10.5
9952,ThreadSealTape,Accessory,3,2025-02-05,2.5,7.5
2387,GlueQT,Accessory,3,2025-04-10,5.0,15.0
3563,45* Elbow,Fitting,2,2025-10-17,0.8,1.6
5219,PrimerQT,Accessory,1,2025-02-17,6.0,6.0
6081,ThreadSealTape,Accessory,1,2025-02-24,2.5,2.5
5576,Tee SxSxS,Fitting,10,2025-05-05,1.25,12.5
9378,90* Elbow,Fitting,3,2025-08-15,0.85,2.55
3993,Male Adapter3/4,Fitting,1,2025-09-07,1.25,1.25
6139,Female Adapter1,Fitting,2,2025-09-13,1.5,3.0
4548,Male Adapter3/4,Fitting,3,2025-03-09,1.25,3.75
7475,Female Adapter1,Fitting,6,2025-03-20,1.5,9.0
3980,Female Adapter1/2,Fitting,3,2025-12-14,1.0,3.0
8313,90* Elbow,Fitting,1,2025-03-20,0.85,0.85
9912,Tee SxSxFPT1/2,Fitting,1,2025-02-23,1.5,1.5
5881,Male Adapter3/4,Fitting,2,2025-03-16,1.25,2.5
4756,Tee SxSxFPT3/4,Fitting,3,2025-06-22,1.75,5.25
8361,Female Adapter1/2,Fitting,6,2025-06-03,1.0,6.0
9952,Female Adapter1,Fitting,8,2025-05-28,1.5,12.0
4248,ThreadSealTape,Accessory,3,2025-12-12,2.5,7.5
5914,GlueQTr,Accessory,1,2025-07-02,5.0,5.0
8698,Female Adapter3/4,Fitting,3,2025-07-09,1.25,3.75
2889,ThreadSealTape,Accessory,1,2025-11-14,2.5,2.5
9770,ThreadSealTape,Accessory,1,2025-11-27,2.5,2.5
4548,Tee SxSxFPT1/2,Fitting,6,2025-03-04,1.5,9.0
6578,Female Adapter1/2,Fitting,3,2025-06-05,1.0,3.0
2672,Female Adapter3/4,Fitting,7,2025-04-16,1.25,8.75
1092,Tee SxSxFPT1/2,Fitting,6,2025-03-08,1.5,9.0
7656,Female Adapter1/2,Fitting,3,2025-05-05,1.0,3.0
4512,AdjustableWrench,Accessory,2,2025-07-04,15.0,30.0
5627,90* Elbow,Fitting,1,2025-01-13,0.85,0.85
7375,ThreadSealTape,Accessory,1,2025-09-15,2.5,2.5
1233,Female Adapter3/4,Fitting,6,2025-07-05,1.25,7.5
1983,Tee SxSxFPT1/2,Fitting,3,2025-05-03,1.5,4.5
4442,Male Adapter3/4,Fitting,6,2025-06-18,1.25,7.5
5673,Tee SxSxS,Fitting,10,2025-09-02,1.25,12.5
2921,Female Adapter1/2,Fitting,2,2025-03-14,1.0,2.0
8489,Coupler,Fitting,4,2025-04-18,0.75,3.0
7975,Male Adapter3/4,Fitting,2,2025-02-12,1.25,2.5
1790,Male Adapter3/4,Fitting,1,2025-02-01,1.25,1.25
1548,Female Adapter1,Fitting,2,2025-02-26,1.5,3.0
5478,GlueQT,Accessory,1,2025-02-17,5.0,5.0
6741,Male Adapter3/4,Fitting,6,2025-08-02,1.25,7.5
6588,Tee SxSxS,Fitting,1,2025-09-11,1.25,1.25
5443,45* Elbow,Fitting,5,2025-04-06,0.8,4.0
4407,22.5* Elbow,Fitting,3,2025-06-13,0.8,2.4
2952,Female Adapter3/4,Fitting,3,2025-07-16,1.25,3.75
4911,Tee SxSxFPT1/2,Fitting,4,2025-07-20,1.5,6.0
2945,Coupler,Fitting,9,2025-08-23,0.75,6.75
7970,Male Adapter1,Fitting,3,2025-04-11,1.5,4.5
8373,Tee SxSxFPT1/2,Fitting,10,2025-07-06,1.5,15.0
5194,AdjustableWrench,Accessory,3,2025-02-06,15.0,45.0
8741,GlueQT,Accessory,2,2025-04-21,5.0,10.0
2154,Tee SxSxFPT1/2,Fitting,5,2025-01-07,1.5,7.5
6435,Coupler,Fitting,3,2025-07-12,0.75,2.25
1580,90* Elbow,Fitting,3,2025-02-18,0.85,2.55
1514,ThreadSealTape,Accessory,3,2025-11-13,2.5,7.5
7541,Tee SxSxFPT3/4,Fitting,3,2025-04-18,1.75,5.25
7499,Coupler,Fitting,9,2025-07-20,0.75,6.75
3071,GlueQT,Accessory,1,2025-01-18,5.0,5.0
9460,Tee SxSxS,Fitting,6,2025-07-14,1.25,7.5
7911,Tee SxSxS,Fitting,5,2025-06-20,1.25,6.25
4922,Female Adapter3/4,Fitting,3,2025-07-11,1.25,3.75
2360,Male Adapter1,Fitting,3,2025-06-13,1.5,4.5
9686,22.5* Elbow,Fitting,3,2025-01-17,0.8,2.4
8139,Female Adapter1/2,Fitting,5,2025-07-19,1.0,5.0
5240,PrimerQT,Accessory,1,2025-08-02,6.0,6.0
6571,90* Elbow,Fitting,3,2025-06-28,0.85,2.55
5716,Male Adapter1,Fitting,1,2025-06-26,1.5,1.5
1346,Tee SxSxS,Fitting,4,2025-12-16,1.25,5.0
7373,Male Adapter1/2,Fitting,2,2025-07-14,1.0,2.0
3010,Male Adapter3/4,Fitting,5,2025-04-01,1.25,6.25
6131,Tee SxSxFPT1/2,Fitting,2,2025-09-04,1.5,3.0
4836,Female Adapter1/2,Fitting,10,2025-04-02,1.0,10.0
5089,PrimerQT,Accessory,1,2025-05-16,6.0,6.0
5582,Tee SxSxS,Fitting,7,2025-07-27,1.25,8.75
2966,AdjustableWrench,Accessory,1,2025-01-27,15.0,15.0
8083,Tee SxSxFPT1/2,Fitting,-4,2025-01-07,1.5,-6.0
3645,Female Adapter3/4,Fitting,3,2025-07-13,1.25,3.75
2241,ThreadSealTape,Accessory,1,2025-12-04,2.5,2.5
2332,45* Elbow,Fitting,1,2025-08-28,0.8,0.8
2182,GlueQT,Accessory,1,2025-03-02,5.0,5.0
3048,Male Adapter3/4,Fitting,1,2025-04-13,1.25,1.25
1174,Male Adapter1/2,Fitting,3,2025-06-28,1.0,3.0
5265,Male Adapter1,Fitting,1,2025-05-10,1.5,1.5
6265,PrimerQT,Accessory,2,2025-07-28,6.0,12.0
9064,Female Adapter1,Fitting,6,2025-09-01,1.5,9.0
7005,Coupler,Fitting,3,2025-05-16,0.75,2.25
5744,Male Adapter1/2,Fitting,3,2025-05-13,1.0,3.0
3701,22.5* Elbow,Fitting,3,2025-04-15,0.8,2.4
6209,Tee SxSxFPT1/2,Fitting,3,2025-12-03,1.5,4.5
8362,Female Adapter1/2,Fitting,7,2025-05-15,1.0,7.0
1349,Coupler,Fitting,2,2025-06-02,0.75,1.5
8363,45* Elbow,Fitting,3,2025-05-26,0.8,2.4
3975,22.5* Elbow,Fitting,10,2025-09-18,0.8,8.0
3205,ThreadSealTape,Accessory,1,2025-02-24,2.5,2.5
8499,Tee SxSxFPT1/2,Fitting,1,2025-06-27,1.5,1.5
4996,Coupler,Fitting,2,2025-01-23,0.75,1.5
1851,PrimerQT,Accessory,1,2025-08-18,6.0,6.0
1093,Male Adapter1/2,Fitting,4,2025-06-28,1.0,4.0
2744,Tee SxSxFPT3/4,Fitting,9,2025-06-07,1.75,15.75
8874,Male Adapter3/4,Fitting,6,2025-02-25,1.25,7.5
3141,AdjustableWrench,Accessory,2,2025-07-02,15.0,30.0
2622,Male Adapter1,Fitting,10,2025-07-09,1.5,15.0
3751,GlueQT,Accessory,1,2025-09-12,5.0,5.0
1575,Male Adapter3/4,Fitting,6,2025-04-26,1.25,7.5
6175,PrimerQT,Accessory,1,2025-09-02,6.0,6.0
6959,AdjustableWrench,Accessory,2,2025-06-26,15.0,30.0
4247,Male Adapter1,Fitting,3,2025-08-12,1.5,4.5
3936,90* Elbow,Fitting,7,2025-05-04,0.85,5.95
5929,Tee SxSxS,Fitting,1,2025-04-20,1.25,1.25
6323,GlueQT,Accessory,2,2025-11-05,5.0,10.0
6211,AdjustableWrench,Accessory,2,2025-09-06,15.0,30.0
2304,Male Adapter1,Fitting,3,2025-05-05,1.5,4.5
2159,Tee SxSxFPT1/2,Fitting,3,2025-05-15,1.5,4.5
2798,Tee SxSxFPT1/2,Fitting,8,2025-06-16,1.5,12.0
5742,Female Adapter3/4,Fitting,2,2025-05-21,1.25,2.5
9221,Male Adapter1/2,Fitting,5,2025-10-27,1.0,5.0
5635,Female Adapter1,Fitting,8,2025-06-20,1.5,12.0
6576,Tee SxSxS,Fitting,6,2025-03-14,1.25,7.5
2716,ThreadSealTape,Accessory,1,2025-12-21,2.5,2.5
1980,Male Adapter1/2,Fitting,3,2025-09-24,1.0,3.0
4536,22.5* Elbow,Fitting,10,2025-05-14,0.8,8.0
9820,Male Adapter3/4,Fitting,5,2025-04-07,1.25,6.25
3769,Coupler,Fitting,2,2025-07-27,0.75,1.5
3567,Male Adapter1,Fitting,3,2025-09-20,1.5,4.5
9955,90* Elbow,Fitting,6,2025-12-04,0.85,5.1
2589,Tee SxSxFPT1/2,Fitting,1,2025-08-22,1.5,1.5
4675,Female Adapter3/4,Fitting,3,2025-04-20,1.25,3.75
6461,Tee SxSxS,Fitting,3,2025-10-22,1.25,3.75
8548,Coupler,Fitting,6,2025-08-14,0.75,4.5
1459,Tee SxSxFPT1/2,Fitting,8,2025-06-02,1.5,12.0
3755,Tee SxSxS,Fitting,9,2025-05-03,1.25,11.25
7871,Male Adapter1/2,Fitting,3,2025-06-12,1.0,3.0
4401,Male Adapter1/2,Fitting,3,2025-06-28,1.0,3.0
5939,Tee SxSxFPT1/2,Fitting,2,2025-06-22,1.5,3.0
6054,Female Adapter3/4,Fitting,1,2025-07-05,1.25,1.25
6464,Tee SxSxFPT1/2r,Fitting,2,2025-08-13,1.5,3.0
7726,Male Adapter3/4,Fitting,6,2025-01-17,1.25,7.5
4524,Male Adapter1/2,Fitting,7,2025-10-12,1.0,7.0
7515,Male Adapter1,Fitting,3,2025-08-27,1.5,4.5
9345,45* Elbow,Fitting,2,2025-05-24,0.8,1.6
5079,ThreadSealTape,Accessory,1,2025-11-09,2.5,2.5
3675,Coupler,Fitting,4,2025-01-22,0.75,3.0
5471,Male Adapter1,Fitting,3,2025-01-20,1.5,4.5
3826,GlueQT,Accessory,2,2025-05-11,5.0,10.0
1181,GlueQT,Accessory,1,2025-03-03,5.0,5.0
3619,Tee SxSxFPT3/4,Fitting,3,2025-02-09,1.75,5.25
9609,ThreadSealTape,Accessory,3,2025-06-27,2.5,7.5
8201,PrimerQT,Accessory,1,2025-07-15,6.0,6.0
7499,Male Adapter1,Fitting,3,2025-03-13,1.5,4.5
6708,22.5* Elbow,Fitting,6,2025-03-18,0.8,4.8
7270,Male Adapter1,Fitting,2,2025-07-02,1.5,3.0
9949,Female Adapter3/4,Fitting,2,2025-08-20,1.25,2.5
1588,90* Elbow,Fitting,5,2025-08-06,0.85,4.25
2569,22.5* Elbow,Fitting,1,2025-06-28,0.8,0.8
2256,Female Adapter3/4,Fitting,3,2025-04-08,1.25,3.75
1495,45* Elbowr,Fitting,6,2025-10-07,0.8,4.8
8869,Male Adapter1/2,Fitting,6,2025-04-23,1.0,6.0
4475,Male Adapter1,Fitting,6,2025-06-07,1.5,9.0
5049,Female Adapter1,Fitting,3,2025-07-07,1.5,4.5
7143,90* Elbow,Fitting,2,2025-07-17,0.85,1.7
9795,ThreadSealTape,Accessory,1,2025-04-03,2.5,2.5
4810,Coupler,Fitting,1,2025-09-13,0.75,0.75
5080,Female Adapter1/2,Fitting,4,2025-05-03,1.0,4.0
2854,Female Adapter3/4,Fitting,1,2025-01-12,1.25,1.25
8192,Female Adapter3/4,Fitting,2,2025-05-24,1.25,2.5
8158,Female Adapter1/2,Fitting,3,2025-07-12,1.0,3.0
6496,90* Elbow,Fitting,7,2025-11-07,0.85,5.95
3840,Coupler,Fitting,2,2025-05-06,0.75,1.5
3440,22.5* Elbow,Fitting,3,2025-07-13,0.8,2.4
6860,Male Adapter3/4,Fitting,3,2025-06-18,1.25,3.75
6219,Female Adapter3/4,Fitting,4,2025-05-10,1.25,5.0
3976,ThreadSealTape,Accessory,1,2025-10-15,2.5,2.5
2941,Tee SxSxSr,Fitting,1,2025-07-12,1.25,1.25
9865,Tee SxSxFPT3/4,Fitting,1,2025-10-27,1.75,1.75
1583,Male Adapter1,Fitting,5,2025-04-26,1.5,7.5
2014,GlueQT,Accessory,1,2025-05-26,5.0,5.0
2431,Female Adapter1,Fitting,4,2025-08-19,1.5,6.0
7210,Coupler,Fitting,2,2025-06-06,0.75,1.5
3656,22.5* Elbow,Fitting,6,2025-08-13,0.8,4.8
5360,GlueQTr,Accessory,2,2025-02-28,5.0,10.0
5341,Coupler,Fitting,8,2025-04-02,0.75,6.0
5308,Male Adapter1,Fitting,2,2025-05-20,1.5,3.0
3897,Male Adapter3/4,Fitting,3,2025-07-01,1.25,3.75
6570,AdjustableWrench,Accessory,1,2025-11-19,15.0,15.0
3352,Tee SxSxFPT1/2,Fitting,3,2025-06-06,1.5,4.5
4425,GlueQTr,Accessory,3,2025-04-04,5.0,15.0
3902,GlueQT,Accessory,1,2025-08-08,5.0,5.0
5288,90* Elbow,Fitting,2,2025-05-12,0.85,1.7
4159,22.5* Elbow,Fitting,3,2025-08-01,0.8,2.4
4205,22.5* Elbow,Fitting,1,2025-06-11,0.8,0.8
6133,Male Adapter3/4,Fitting,2,2025-06-16,1.25,2.5
6196,Female Adapter3/4,Fitting,6,2025-05-01,1.25,7.5
3832,22.5* Elbow,Fitting,10,2025-06-07,0.8,8.0
4347,Female Adapter1/2,Fitting,9,2025-08-03,1.0,9.0
8427,Tee SxSxFPT1/2,Fitting,2,2025-07-13,1.5,3.0
9392,PrimerQT,Accessory,2,2025-07-07,6.0,12.0
5110,Tee SxSxFPT1/2,Fitting,3,2025-03-19,1.5,4.5
9790,Female Adapter1,Fitting,1,2025-06-23,1.5,1.5
5962,Tee SxSxS,Fitting,3,2025-09-18,1.25,3.75
1394,Male Adapter1,Fitting,3,2025-06-10,1.5,4.5
1609,Female Adapter1/2,Fitting,1,2025-02-26,1.0,1.0
9494,45* Elbow,Fitting,-3,2025-05-21,0.8,-2.4
5142,AdjustableWrench,Accessory,3,2025-09-09,15.0,45.0
1923,90* Elbow,Fitting,1,2025-08-28,0.85,0.85
4701,ThreadSealTape,Accessory,1,2025-05-25,2.5,2.5
6300,Female Adapter1,Fitting,8,2025-08-13,1.5,12.0
9581,Male Adapter3/4,Fitting,2,2025-07-13,1.25,2.5
6436,Female Adapter1,Fitting,3,2025-05-12,1.5,4.5
8194,GlueQT,Accessory,1,2025-06-19,5.0,5.0
3075,ThreadSealTape,Accessory,1,2025-03-20,2.5,2.5
1770,Female Adapter1,Fitting,-1,2025-06-13,1.5,-1.5
3124,Female Adapter3/4,Fitting,1,2025-06-21,1.25,1.25
8219,Coupler,Fitting,3,2025-07-06,0.75,2.25
1482,ThreadSealTape,Accessory,1,2025-01-17,2.5,2.5
3315,Tee SxSxFPT1/2,Fitting,6,2025-05-06,1.5,9.0
1254,Male Adapter3/4,Fitting,6,2025-09-16,1.25,7.5
6337,PrimerQT,Accessory,3,2025-01-24,6.0,18.0
2968,ThreadSealTape,Accessory,2,2025-11-15,2.5,5.0
1607,AdjustableWrench,Accessory,2,2025-09-05,15.0,30.0
4195,Female Adapter1/2,Fitting,5,2025-03-28,1.0,5.0
2803,AdjustableWrench,Accessory,2,2025-11-20,15.0,30.0
1569,Tee SxSxS,Fitting,3,2025-07-15,1.25,3.75
2020,45* Elbow,Fitting,2,2025-09-24,0.8,1.6
3671,Tee SxSxFPT3/4,Fitting,10,2025-05-07,1.75,17.5
5356,ThreadSealTape,Accessory,1,2025-04-06,2.5,2.5
4759,Female Adapter1/2,Fitting,2,2025-07-08,1.0,2.0
6580,Female Adapter1/2,Fitting,6,2025-05-04,1.0,6.0
8262,PrimerQT,Accessory,1,2025-10-06,6.0,6.0
4905,Male Adapter3/4,Fitting,3,2025-07-26,1.25,3.75
5785,Female Adapter1/2,Fitting,1,2025-04-28,1.0,1.0
6318,Female Adapter1,Fitting,3,2025-07-07,1.5,4.5
7779,Female Adapter1/2,Fitting,1,2025-05-10,1.0,1.0
3984,ThreadSealTape,Accessory,1,2025-09-21,2.5,2.5
5427,Coupler,Fitting,5,2025-07-05,0.75,3.75
3172,PrimerQT,Accessory,1,2025-04-17,6.0,6.0
4552,Tee SxSxFPT3/4,Fitting,3,2025-06-16,1.75,5.25
5923,AdjustableWrench,Accessory,1,2025-09-27,15.0,15.0
2075,PrimerQT,Accessory,1,2025-11-17,6.0,6.0
7940,ThreadSealTape,Accessory,1,2025-01-15,2.5,2.5
1692,Tee SxSxFPT1/2,Fitting,-3,2025-03-23,1.5,-4.5
6639,Tee SxSxS,Fitting,4,2025-04-07,1.25,5.0
3725,Tee SxSxFPT1/2,Fitting,2,2025-06-04,1.5,3.0
4475,Male Adapter3/4,Fitting,9,2025-02-16,1.25,11.25
2209,AdjustableWrench,Accessory,1,2025-05-08,15.0,15.0
1097,45* Elbow,Fitting,3,2025-07-24,0.8,2.4
